true_label,predicted_label
caring,sentimental
devastated,sentimental
prepared,proud
joyful,excited
sad,hopeful
grateful,guilty
surprised,hopeful
angry,annoyed
grateful,content
terrified,terrified
disappointed,angry
anticipating,anxious
proud,proud
trusting,trusting
excited,hopeful
embarrassed,nostalgic
disappointed,disgusted
impressed,impressed
disappointed,disappointed
angry,guilty
ashamed,sad
proud,caring
content,nostalgic
afraid,trusting
confident,surprised
impressed,impressed
hopeful,disappointed
joyful,content
grateful,surprised
embarrassed,terrified
anxious,prepared
grateful,grateful
angry,caring
apprehensive,content
disappointed,disappointed
confident,joyful
lonely,lonely
nostalgic,nostalgic
anticipating,anticipating
terrified,grateful
devastated,hopeful
surprised,prepared
devastated,devastated
surprised,excited
guilty,proud
anticipating,anticipating
embarrassed,ashamed
joyful,proud
disappointed,content
grateful,grateful
hopeful,prepared
disgusted,caring
angry,anxious
angry,annoyed
afraid,terrified
sad,caring
anticipating,excited
annoyed,jealous
annoyed,angry
impressed,excited
prepared,prepared
annoyed,surprised
content,caring
proud,proud
guilty,guilty
angry,angry
devastated,caring
guilty,guilty
anticipating,anticipating
apprehensive,anxious
lonely,lonely
prepared,prepared
lonely,annoyed
lonely,proud
trusting,trusting
disappointed,angry
caring,trusting
trusting,surprised
surprised,trusting
annoyed,disgusted
sad,devastated
disappointed,anxious
trusting,joyful
ashamed,lonely
impressed,devastated
anxious,jealous
proud,caring
surprised,caring
angry,furious
impressed,annoyed
guilty,confident
grateful,surprised
disappointed,angry
prepared,anxious
annoyed,angry
prepared,prepared
embarrassed,embarrassed
joyful,surprised
jealous,jealous
trusting,trusting
afraid,terrified
faithful,trusting
prepared,excited
confident,confident
embarrassed,sad
lonely,lonely
surprised,caring
furious,annoyed
faithful,guilty
proud,proud
terrified,terrified
furious,annoyed
disappointed,faithful
confident,confident
ashamed,embarrassed
terrified,terrified
prepared,surprised
embarrassed,embarrassed
nostalgic,anticipating
afraid,afraid
apprehensive,apprehensive
jealous,disgusted
afraid,sad
sad,afraid
disappointed,sad
sentimental,sentimental
impressed,anticipating
anticipating,nostalgic
proud,proud
afraid,terrified
embarrassed,embarrassed
surprised,excited
nostalgic,surprised
angry,annoyed
hopeful,impressed
disgusted,angry
guilty,apprehensive
disappointed,grateful
nostalgic,nostalgic
devastated,sad
impressed,impressed
sentimental,faithful
angry,proud
annoyed,annoyed
embarrassed,embarrassed
hopeful,apprehensive
excited,excited
proud,jealous
anticipating,hopeful
grateful,grateful
impressed,guilty
disappointed,devastated
jealous,jealous
excited,content
sad,sad
devastated,sad
grateful,grateful
disgusted,disgusted
devastated,devastated
lonely,guilty
sad,angry
sentimental,sentimental
nostalgic,caring
anxious,anxious
anticipating,jealous
terrified,embarrassed
faithful,faithful
lonely,jealous
disappointed,impressed
furious,furious
devastated,devastated
hopeful,sad
jealous,disappointed
disappointed,annoyed
anxious,anxious
terrified,terrified
embarrassed,embarrassed
surprised,surprised
ashamed,jealous
ashamed,disappointed
annoyed,lonely
sad,sad
nostalgic,nostalgic
proud,proud
angry,sad
proud,faithful
joyful,proud
apprehensive,caring
lonely,lonely
disappointed,afraid
nostalgic,sentimental
surprised,surprised
jealous,ashamed
terrified,jealous
angry,angry
surprised,surprised
angry,disappointed
angry,angry
angry,angry
terrified,disgusted
surprised,surprised
annoyed,angry
excited,excited
embarrassed,embarrassed
guilty,guilty
surprised,sentimental
excited,anticipating
annoyed,apprehensive
disgusted,angry
surprised,surprised
grateful,excited
guilty,terrified
nostalgic,nostalgic
disgusted,disgusted
faithful,guilty
hopeful,disappointed
surprised,nostalgic
embarrassed,embarrassed
disgusted,jealous
confident,proud
hopeful,prepared
impressed,content
furious,sad
anxious,anticipating
embarrassed,embarrassed
impressed,impressed
terrified,lonely
jealous,anxious
embarrassed,embarrassed
confident,confident
terrified,terrified
apprehensive,angry
hopeful,proud
caring,caring
sad,sad
joyful,faithful
sentimental,nostalgic
confident,anxious
disappointed,ashamed
guilty,ashamed
caring,embarrassed
proud,proud
terrified,terrified
anxious,excited
guilty,impressed
jealous,jealous
content,content
embarrassed,embarrassed
proud,impressed
grateful,grateful
sad,anxious
anticipating,annoyed
anticipating,excited
prepared,hopeful
impressed,nostalgic
excited,excited
terrified,terrified
anxious,anxious
nostalgic,joyful
excited,annoyed
grateful,grateful
joyful,joyful
annoyed,lonely
caring,caring
excited,hopeful
confident,confident
impressed,proud
prepared,proud
nostalgic,nostalgic
afraid,terrified
proud,joyful
sad,confident
apprehensive,annoyed
nostalgic,surprised
nostalgic,sentimental
disgusted,disgusted
trusting,trusting
devastated,impressed
surprised,surprised
surprised,surprised
anxious,angry
disappointed,devastated
lonely,sentimental
hopeful,hopeful
caring,caring
embarrassed,disgusted
sad,sad
impressed,impressed
lonely,lonely
proud,proud
proud,faithful
angry,terrified
surprised,surprised
nostalgic,excited
sentimental,proud
grateful,faithful
grateful,grateful
jealous,grateful
terrified,afraid
sentimental,apprehensive
lonely,content
jealous,excited
annoyed,apprehensive
prepared,trusting
faithful,faithful
disgusted,annoyed
devastated,devastated
anticipating,grateful
sentimental,surprised
prepared,confident
angry,angry
proud,proud
grateful,surprised
proud,surprised
embarrassed,embarrassed
grateful,hopeful
surprised,grateful
disappointed,sad
caring,annoyed
confident,hopeful
afraid,devastated
jealous,jealous
trusting,impressed
surprised,surprised
faithful,joyful
devastated,disappointed
caring,caring
embarrassed,embarrassed
sad,disgusted
apprehensive,apprehensive
hopeful,anxious
anticipating,anticipating
terrified,terrified
surprised,proud
disgusted,embarrassed
proud,proud
nostalgic,nostalgic
jealous,jealous
furious,furious
caring,caring
confident,embarrassed
trusting,trusting
furious,annoyed
proud,impressed
surprised,lonely
lonely,angry
angry,angry
hopeful,hopeful
proud,grateful
anxious,afraid
angry,furious
sentimental,jealous
apprehensive,sentimental
confident,surprised
caring,proud
disgusted,disgusted
caring,trusting
prepared,surprised
trusting,proud
excited,excited
jealous,jealous
surprised,surprised
terrified,afraid
surprised,surprised
impressed,nostalgic
prepared,afraid
surprised,impressed
lonely,lonely
anticipating,afraid
guilty,content
angry,furious
caring,caring
caring,joyful
anticipating,anxious
content,proud
devastated,devastated
nostalgic,sentimental
apprehensive,trusting
lonely,caring
furious,angry
grateful,grateful
faithful,faithful
apprehensive,embarrassed
anticipating,excited
apprehensive,annoyed
excited,caring
angry,angry
sad,content
embarrassed,guilty
proud,impressed
proud,proud
annoyed,surprised
grateful,sentimental
terrified,terrified
faithful,faithful
surprised,grateful
devastated,prepared
excited,excited
nostalgic,nostalgic
surprised,joyful
content,grateful
angry,caring
jealous,jealous
prepared,confident
hopeful,hopeful
apprehensive,afraid
disappointed,grateful
apprehensive,anxious
nostalgic,sad
anxious,hopeful
impressed,impressed
joyful,caring
disgusted,afraid
hopeful,hopeful
anticipating,guilty
proud,lonely
anxious,apprehensive
trusting,disappointed
impressed,impressed
impressed,proud
nostalgic,nostalgic
disgusted,embarrassed
disappointed,disappointed
trusting,apprehensive
sad,guilty
angry,angry
proud,annoyed
impressed,impressed
impressed,disgusted
nostalgic,nostalgic
grateful,devastated
faithful,sad
sentimental,impressed
hopeful,anticipating
disgusted,prepared
jealous,content
embarrassed,ashamed
proud,proud
disgusted,furious
proud,hopeful
joyful,guilty
surprised,surprised
content,content
sad,sad
sad,surprised
hopeful,hopeful
anticipating,sentimental
sad,devastated
guilty,ashamed
disappointed,devastated
guilty,devastated
surprised,surprised
proud,impressed
confident,confident
trusting,trusting
nostalgic,grateful
nostalgic,guilty
surprised,lonely
terrified,surprised
ashamed,excited
disappointed,disappointed
terrified,terrified
disgusted,content
ashamed,ashamed
furious,jealous
anticipating,impressed
ashamed,disappointed
ashamed,anxious
angry,anxious
apprehensive,afraid
sad,guilty
jealous,surprised
anxious,trusting
angry,afraid
hopeful,faithful
disappointed,annoyed
afraid,lonely
terrified,afraid
jealous,jealous
furious,furious
afraid,confident
impressed,hopeful
terrified,embarrassed
proud,proud
lonely,lonely
excited,hopeful
lonely,lonely
ashamed,disappointed
guilty,apprehensive
surprised,surprised
trusting,trusting
ashamed,guilty
caring,caring
angry,trusting
surprised,anticipating
joyful,excited
sad,caring
jealous,joyful
sad,sad
surprised,annoyed
furious,furious
disgusted,devastated
angry,annoyed
guilty,ashamed
annoyed,angry
faithful,confident
lonely,sad
hopeful,hopeful
anxious,joyful
anxious,anxious
furious,anxious
content,hopeful
disgusted,disgusted
angry,disappointed
trusting,annoyed
caring,angry
apprehensive,caring
disgusted,annoyed
terrified,terrified
angry,furious
anticipating,excited
jealous,embarrassed
excited,proud
surprised,anticipating
grateful,sad
afraid,afraid
impressed,jealous
confident,anxious
grateful,surprised
disappointed,lonely
furious,guilty
angry,angry
joyful,excited
terrified,terrified
angry,embarrassed
afraid,trusting
caring,caring
furious,angry
confident,confident
apprehensive,terrified
apprehensive,anxious
content,content
terrified,terrified
sad,embarrassed
annoyed,angry
joyful,excited
grateful,grateful
grateful,jealous
disgusted,proud
excited,surprised
apprehensive,lonely
disgusted,disgusted
lonely,lonely
apprehensive,disgusted
trusting,grateful
devastated,sad
prepared,prepared
lonely,impressed
sad,devastated
impressed,anticipating
apprehensive,apprehensive
afraid,terrified
sad,sad
proud,proud
excited,anticipating
faithful,grateful
excited,anticipating
grateful,jealous
afraid,devastated
jealous,hopeful
trusting,prepared
nostalgic,impressed
furious,trusting
trusting,excited
anticipating,prepared
joyful,prepared
impressed,embarrassed
lonely,lonely
content,content
apprehensive,apprehensive
grateful,grateful
disappointed,annoyed
grateful,excited
anticipating,lonely
hopeful,hopeful
sad,devastated
terrified,furious
nostalgic,nostalgic
anticipating,grateful
lonely,lonely
embarrassed,embarrassed
annoyed,guilty
annoyed,annoyed
excited,anxious
nostalgic,nostalgic
disgusted,annoyed
hopeful,anticipating
disgusted,afraid
impressed,proud
surprised,terrified
guilty,disappointed
afraid,caring
prepared,prepared
sad,disappointed
furious,angry
sad,sad
disappointed,lonely
proud,proud
ashamed,guilty
sad,grateful
impressed,proud
embarrassed,embarrassed
confident,confident
excited,surprised
surprised,surprised
impressed,jealous
furious,furious
prepared,prepared
content,content
nostalgic,nostalgic
content,grateful
sad,lonely
impressed,impressed
prepared,nostalgic
nostalgic,joyful
faithful,grateful
ashamed,embarrassed
afraid,terrified
faithful,confident
hopeful,hopeful
furious,devastated
disappointed,disappointed
nostalgic,nostalgic
annoyed,angry
caring,proud
guilty,guilty
afraid,terrified
devastated,devastated
sad,lonely
impressed,proud
surprised,disgusted
afraid,sentimental
terrified,prepared
angry,embarrassed
anticipating,anticipating
terrified,terrified
joyful,grateful
excited,excited
grateful,prepared
jealous,impressed
disgusted,sad
furious,angry
sentimental,devastated
devastated,devastated
anxious,sad
proud,proud
guilty,guilty
prepared,confident
afraid,terrified
lonely,content
grateful,grateful
anticipating,anticipating
jealous,jealous
joyful,confident
annoyed,angry
nostalgic,nostalgic
devastated,terrified
nostalgic,nostalgic
surprised,terrified
excited,impressed
proud,proud
angry,angry
embarrassed,embarrassed
furious,angry
jealous,jealous
surprised,annoyed
angry,devastated
anxious,content
anxious,anticipating
impressed,proud
furious,disappointed
annoyed,disappointed
proud,disappointed
content,content
impressed,jealous
caring,caring
afraid,disgusted
lonely,lonely
annoyed,anxious
lonely,lonely
proud,joyful
joyful,excited
annoyed,annoyed
afraid,furious
furious,trusting
faithful,sad
anxious,excited
sentimental,excited
content,ashamed
angry,angry
terrified,annoyed
hopeful,lonely
grateful,nostalgic
grateful,impressed
ashamed,guilty
prepared,confident
sentimental,sad
annoyed,angry
terrified,jealous
anxious,anxious
faithful,proud
excited,anticipating
ashamed,caring
proud,guilty
furious,angry
impressed,proud
angry,embarrassed
furious,annoyed
disgusted,disgusted
apprehensive,embarrassed
caring,angry
ashamed,embarrassed
guilty,devastated
proud,proud
afraid,devastated
proud,proud
guilty,surprised
prepared,anticipating
caring,surprised
guilty,jealous
jealous,jealous
disappointed,jealous
confident,jealous
lonely,lonely
grateful,confident
apprehensive,anxious
afraid,apprehensive
ashamed,guilty
ashamed,content
jealous,angry
grateful,guilty
impressed,proud
sentimental,sentimental
disappointed,furious
ashamed,guilty
embarrassed,embarrassed
furious,furious
sentimental,sentimental
sentimental,nostalgic
grateful,grateful
prepared,afraid
confident,confident
sentimental,faithful
confident,lonely
furious,furious
furious,disappointed
sad,devastated
surprised,excited
jealous,lonely
angry,angry
disappointed,surprised
angry,disgusted
sad,devastated
content,terrified
angry,angry
hopeful,excited
excited,anticipating
disappointed,disappointed
embarrassed,lonely
embarrassed,anxious
surprised,apprehensive
ashamed,proud
jealous,jealous
excited,surprised
ashamed,sad
guilty,embarrassed
lonely,surprised
excited,anticipating
confident,proud
excited,excited
impressed,impressed
apprehensive,hopeful
excited,hopeful
annoyed,angry
embarrassed,embarrassed
anxious,anxious
proud,surprised
guilty,guilty
sentimental,nostalgic
devastated,lonely
nostalgic,jealous
excited,excited
sad,disappointed
disappointed,annoyed
faithful,prepared
devastated,embarrassed
sad,sad
impressed,proud
nostalgic,hopeful
afraid,afraid
hopeful,hopeful
annoyed,nostalgic
hopeful,disgusted
apprehensive,anxious
surprised,grateful
impressed,proud
proud,proud
lonely,lonely
jealous,annoyed
hopeful,guilty
sentimental,jealous
surprised,jealous
furious,disgusted
terrified,terrified
devastated,devastated
lonely,lonely
nostalgic,afraid
sentimental,sentimental
confident,hopeful
surprised,prepared
anxious,anxious
guilty,disgusted
furious,prepared
lonely,lonely
excited,grateful
disappointed,sad
confident,anticipating
anticipating,annoyed
confident,excited
afraid,apprehensive
furious,afraid
proud,caring
guilty,embarrassed
disappointed,disappointed
trusting,content
joyful,surprised
content,apprehensive
impressed,terrified
caring,caring
joyful,disappointed
annoyed,disgusted
devastated,disappointed
surprised,anxious
anxious,afraid
sad,caring
disappointed,excited
angry,furious
anticipating,anxious
excited,excited
nostalgic,nostalgic
caring,caring
jealous,jealous
furious,hopeful
anticipating,excited
anxious,anxious
trusting,furious
surprised,surprised
disgusted,angry
embarrassed,impressed
confident,embarrassed
disgusted,angry
ashamed,guilty
embarrassed,embarrassed
terrified,anxious
excited,excited
terrified,annoyed
guilty,guilty
angry,afraid
anxious,sad
jealous,jealous
caring,hopeful
surprised,proud
faithful,hopeful
confident,confident
hopeful,hopeful
annoyed,sad
caring,sad
jealous,jealous
content,ashamed
confident,confident
sentimental,excited
excited,anticipating
nostalgic,nostalgic
disappointed,proud
content,impressed
trusting,trusting
grateful,confident
disgusted,anticipating
apprehensive,confident
impressed,disgusted
guilty,embarrassed
disappointed,sad
guilty,guilty
disappointed,terrified
furious,content
disappointed,disappointed
ashamed,guilty
caring,proud
anxious,anxious
apprehensive,furious
impressed,impressed
prepared,prepared
confident,confident
terrified,afraid
annoyed,angry
content,content
caring,surprised
surprised,surprised
annoyed,surprised
guilty,guilty
proud,furious
sentimental,nostalgic
sad,caring
prepared,joyful
guilty,guilty
terrified,terrified
anxious,hopeful
devastated,devastated
sad,devastated
surprised,devastated
surprised,sentimental
lonely,sad
guilty,embarrassed
disgusted,angry
sentimental,sentimental
embarrassed,embarrassed
disappointed,content
devastated,furious
annoyed,annoyed
annoyed,guilty
afraid,annoyed
excited,faithful
disgusted,disgusted
furious,grateful
terrified,afraid
guilty,embarrassed
disgusted,apprehensive
jealous,jealous
confident,confident
anticipating,confident
terrified,terrified
prepared,prepared
ashamed,confident
annoyed,anxious
trusting,lonely
content,excited
disgusted,sad
annoyed,angry
confident,hopeful
disgusted,disgusted
apprehensive,anticipating
anticipating,anxious
anxious,caring
trusting,proud
lonely,lonely
afraid,terrified
impressed,impressed
disgusted,furious
faithful,lonely
angry,content
surprised,faithful
sentimental,impressed
anxious,terrified
angry,guilty
faithful,hopeful
disappointed,disappointed
excited,prepared
guilty,guilty
prepared,anxious
jealous,devastated
disappointed,jealous
impressed,excited
disgusted,annoyed
confident,confident
annoyed,guilty
angry,guilty
caring,terrified
confident,terrified
sad,surprised
furious,furious
sentimental,sentimental
guilty,ashamed
excited,excited
confident,confident
excited,anticipating
lonely,annoyed
anxious,anxious
anxious,lonely
disgusted,disgusted
terrified,terrified
sad,caring
angry,anxious
afraid,afraid
embarrassed,terrified
anxious,devastated
guilty,faithful
prepared,angry
proud,proud
furious,surprised
content,content
terrified,surprised
proud,proud
proud,prepared
furious,furious
disgusted,terrified
terrified,terrified
content,anticipating
apprehensive,apprehensive
lonely,anxious
embarrassed,embarrassed
content,disgusted
surprised,guilty
anxious,annoyed
anticipating,anticipating
furious,annoyed
sentimental,hopeful
faithful,faithful
grateful,surprised
hopeful,confident
confident,impressed
anticipating,proud
faithful,guilty
annoyed,annoyed
embarrassed,disgusted
embarrassed,embarrassed
confident,hopeful
disappointed,proud
lonely,lonely
guilty,angry
embarrassed,apprehensive
guilty,guilty
sentimental,grateful
furious,embarrassed
terrified,disgusted
impressed,impressed
sentimental,surprised
ashamed,nostalgic
sentimental,disgusted
terrified,terrified
anxious,anticipating
guilty,ashamed
confident,prepared
excited,trusting
disappointed,guilty
lonely,anxious
embarrassed,embarrassed
disgusted,disgusted
grateful,anticipating
trusting,guilty
afraid,terrified
guilty,annoyed
guilty,guilty
disgusted,disgusted
sad,devastated
faithful,trusting
hopeful,surprised
confident,confident
confident,trusting
anticipating,surprised
impressed,disgusted
annoyed,annoyed
afraid,terrified
angry,annoyed
disgusted,impressed
disgusted,embarrassed
proud,annoyed
hopeful,surprised
content,joyful
anticipating,anticipating
apprehensive,apprehensive
lonely,lonely
caring,proud
excited,faithful
embarrassed,surprised
lonely,anxious
grateful,hopeful
surprised,disappointed
trusting,furious
embarrassed,furious
anxious,impressed
hopeful,prepared
impressed,anxious
furious,furious
hopeful,hopeful
disgusted,nostalgic
afraid,surprised
grateful,proud
excited,proud
content,grateful
angry,disgusted
terrified,disgusted
lonely,lonely
surprised,angry
anticipating,anticipating
sentimental,nostalgic
embarrassed,nostalgic
anticipating,caring
sentimental,sentimental
jealous,embarrassed
ashamed,lonely
apprehensive,afraid
impressed,proud
devastated,lonely
nostalgic,nostalgic
surprised,joyful
anxious,confident
hopeful,hopeful
devastated,hopeful
annoyed,annoyed
lonely,sad
devastated,sad
anticipating,anticipating
ashamed,embarrassed
apprehensive,disgusted
nostalgic,nostalgic
hopeful,hopeful
afraid,afraid
jealous,jealous
proud,proud
terrified,devastated
disgusted,caring
disgusted,guilty
surprised,surprised
furious,disappointed
furious,angry
surprised,surprised
joyful,impressed
surprised,disappointed
terrified,terrified
faithful,content
anxious,surprised
prepared,prepared
disappointed,content
anxious,prepared
jealous,grateful
sentimental,sentimental
grateful,grateful
anxious,nostalgic
embarrassed,ashamed
faithful,faithful
caring,grateful
afraid,terrified
apprehensive,annoyed
angry,anxious
guilty,sad
guilty,guilty
excited,anticipating
terrified,trusting
joyful,content
content,grateful
surprised,surprised
proud,hopeful
impressed,content
embarrassed,embarrassed
embarrassed,apprehensive
hopeful,confident
confident,excited
confident,confident
lonely,devastated
devastated,lonely
disgusted,disgusted
annoyed,angry
apprehensive,hopeful
apprehensive,devastated
disgusted,disgusted
afraid,guilty
disgusted,surprised
excited,excited
guilty,guilty
angry,angry
apprehensive,angry
disgusted,disgusted
furious,angry
impressed,impressed
confident,confident
caring,caring
anticipating,content
joyful,excited
joyful,joyful
guilty,trusting
disappointed,disgusted
guilty,angry
embarrassed,guilty
grateful,confident
excited,anticipating
hopeful,grateful
angry,annoyed
lonely,trusting
sad,lonely
annoyed,sentimental
hopeful,prepared
jealous,disappointed
hopeful,grateful
content,content
prepared,prepared
afraid,terrified
excited,excited
grateful,grateful
disappointed,disappointed
surprised,embarrassed
surprised,surprised
caring,grateful
disappointed,surprised
surprised,jealous
surprised,caring
angry,furious
jealous,annoyed
annoyed,angry
embarrassed,embarrassed
content,trusting
content,excited
impressed,guilty
disgusted,jealous
sad,apprehensive
content,impressed
angry,terrified
lonely,sad
faithful,embarrassed
impressed,caring
sad,nostalgic
angry,disappointed
annoyed,annoyed
hopeful,hopeful
nostalgic,annoyed
furious,disgusted
sentimental,jealous
lonely,lonely
terrified,terrified
anticipating,impressed
anxious,excited
terrified,furious
surprised,content
disappointed,devastated
caring,joyful
terrified,angry
impressed,impressed
ashamed,guilty
anticipating,excited
guilty,terrified
anticipating,anticipating
guilty,guilty
disappointed,apprehensive
annoyed,disgusted
surprised,surprised
proud,surprised
annoyed,annoyed
confident,confident
surprised,furious
afraid,annoyed
surprised,surprised
confident,anticipating
caring,surprised
confident,confident
excited,anticipating
proud,confident
sentimental,sad
sad,angry
proud,impressed
guilty,guilty
disgusted,disgusted
sad,lonely
faithful,hopeful
excited,excited
afraid,terrified
disappointed,disappointed
lonely,jealous
grateful,joyful
ashamed,anxious
grateful,content
sad,devastated
faithful,confident
caring,disgusted
trusting,sad
disappointed,angry
joyful,surprised
sad,caring
jealous,jealous
disappointed,embarrassed
hopeful,anxious
sad,surprised
devastated,devastated
nostalgic,sad
embarrassed,embarrassed
surprised,surprised
anticipating,anxious
apprehensive,apprehensive
grateful,prepared
trusting,trusting
prepared,hopeful
apprehensive,prepared
disgusted,furious
afraid,afraid
joyful,nostalgic
anticipating,hopeful
angry,disgusted
faithful,hopeful
anticipating,hopeful
ashamed,embarrassed
angry,guilty
disgusted,disgusted
anticipating,excited
surprised,grateful
surprised,hopeful
furious,lonely
joyful,anticipating
ashamed,annoyed
furious,annoyed
furious,trusting
furious,angry
devastated,caring
joyful,content
disgusted,furious
proud,proud
impressed,impressed
afraid,surprised
sad,lonely
nostalgic,nostalgic
devastated,sad
hopeful,lonely
devastated,devastated
proud,proud
trusting,trusting
lonely,lonely
anticipating,excited
terrified,afraid
grateful,sad
joyful,content
apprehensive,apprehensive
impressed,annoyed
apprehensive,disappointed
devastated,sentimental
afraid,afraid
lonely,lonely
furious,angry
nostalgic,nostalgic
jealous,terrified
faithful,faithful
disgusted,disgusted
terrified,hopeful
grateful,anticipating
afraid,terrified
surprised,devastated
excited,content
prepared,prepared
lonely,surprised
caring,excited
jealous,lonely
content,content
excited,joyful
afraid,jealous
nostalgic,lonely
grateful,grateful
lonely,lonely
nostalgic,sentimental
embarrassed,embarrassed
caring,caring
disappointed,hopeful
afraid,prepared
anxious,excited
jealous,faithful
apprehensive,apprehensive
impressed,angry
grateful,guilty
afraid,terrified
excited,surprised
nostalgic,sentimental
prepared,excited
prepared,prepared
excited,joyful
caring,caring
afraid,impressed
confident,hopeful
embarrassed,embarrassed
prepared,prepared
devastated,devastated
annoyed,anxious
furious,devastated
disappointed,hopeful
trusting,trusting
anxious,anxious
embarrassed,embarrassed
excited,anxious
ashamed,anxious
hopeful,content
afraid,afraid
grateful,sentimental
disappointed,embarrassed
lonely,lonely
hopeful,confident
surprised,surprised
content,content
trusting,trusting
sentimental,sentimental
caring,disgusted
grateful,surprised
ashamed,apprehensive
guilty,content
excited,anticipating
prepared,excited
disgusted,ashamed
jealous,jealous
trusting,angry
nostalgic,nostalgic
ashamed,ashamed
angry,angry
anxious,terrified
caring,caring
terrified,terrified
anxious,apprehensive
faithful,disappointed
anticipating,surprised
prepared,prepared
sentimental,caring
content,guilty
furious,guilty
sentimental,sentimental
lonely,jealous
devastated,devastated
apprehensive,jealous
surprised,disappointed
terrified,furious
disappointed,annoyed
caring,proud
caring,surprised
content,lonely
jealous,annoyed
nostalgic,excited
joyful,excited
sad,caring
disgusted,embarrassed
devastated,hopeful
trusting,content
proud,proud
afraid,guilty
hopeful,proud
embarrassed,guilty
lonely,lonely
sad,sad
nostalgic,nostalgic
ashamed,ashamed
hopeful,anxious
anticipating,anticipating
caring,proud
anticipating,grateful
afraid,ashamed
caring,excited
jealous,hopeful
angry,annoyed
lonely,disgusted
ashamed,terrified
sentimental,sentimental
surprised,surprised
lonely,lonely
caring,sentimental
afraid,furious
proud,joyful
content,grateful
anxious,hopeful
terrified,terrified
prepared,sad
annoyed,terrified
sentimental,sentimental
content,content
disgusted,sentimental
terrified,hopeful
joyful,hopeful
afraid,afraid
sad,hopeful
anticipating,anticipating
afraid,terrified
disappointed,disappointed
impressed,surprised
sentimental,sentimental
content,disgusted
trusting,angry
angry,annoyed
angry,furious
caring,proud
apprehensive,lonely
surprised,surprised
sentimental,sad
impressed,confident
disgusted,jealous
sad,lonely
hopeful,hopeful
jealous,jealous
disappointed,angry
nostalgic,faithful
sentimental,nostalgic
disappointed,disappointed
grateful,surprised
hopeful,proud
angry,impressed
embarrassed,embarrassed
confident,hopeful
trusting,trusting
devastated,excited
grateful,joyful
guilty,content
devastated,devastated
disgusted,terrified
confident,confident
ashamed,hopeful
furious,caring
anxious,hopeful
impressed,surprised
hopeful,hopeful
afraid,excited
terrified,terrified
sad,sad
grateful,grateful
devastated,hopeful
hopeful,hopeful
guilty,guilty
joyful,hopeful
jealous,jealous
excited,hopeful
joyful,disgusted
caring,caring
proud,proud
sentimental,nostalgic
confident,prepared
disappointed,excited
guilty,guilty
annoyed,disappointed
disappointed,disappointed
jealous,trusting
impressed,confident
disappointed,disappointed
angry,sad
annoyed,disappointed
annoyed,trusting
ashamed,angry
caring,caring
confident,confident
grateful,surprised
apprehensive,sad
impressed,excited
nostalgic,proud
afraid,terrified
disgusted,surprised
guilty,ashamed
proud,prepared
surprised,surprised
disappointed,trusting
surprised,faithful
afraid,apprehensive
furious,furious
joyful,anticipating
ashamed,afraid
proud,proud
jealous,jealous
annoyed,furious
trusting,grateful
guilty,guilty
lonely,guilty
caring,caring
impressed,excited
devastated,devastated
surprised,impressed
confident,confident
caring,caring
confident,prepared
joyful,proud
surprised,disappointed
lonely,anxious
terrified,lonely
afraid,disgusted
lonely,trusting
afraid,anxious
content,content
disgusted,disgusted
afraid,lonely
surprised,content
furious,embarrassed
joyful,hopeful
excited,excited
afraid,terrified
trusting,devastated
devastated,disgusted
afraid,anxious
disappointed,disappointed
proud,proud
anticipating,confident
nostalgic,sentimental
furious,furious
disappointed,anticipating
caring,grateful
afraid,anxious
caring,sad
anxious,anxious
grateful,grateful
excited,impressed
joyful,joyful
devastated,devastated
prepared,annoyed
hopeful,surprised
content,content
caring,caring
excited,excited
apprehensive,apprehensive
apprehensive,terrified
apprehensive,content
afraid,nostalgic
terrified,terrified
afraid,terrified
devastated,prepared
surprised,excited
sad,sad
sad,sad
nostalgic,nostalgic
ashamed,guilty
devastated,content
disgusted,embarrassed
furious,angry
sentimental,nostalgic
grateful,grateful
joyful,nostalgic
joyful,excited
disgusted,disgusted
embarrassed,embarrassed
ashamed,guilty
guilty,disgusted
proud,surprised
angry,devastated
embarrassed,disgusted
angry,prepared
hopeful,confident
surprised,confident
content,proud
impressed,terrified
jealous,disappointed
guilty,trusting
joyful,caring
proud,proud
disgusted,disgusted
devastated,devastated
furious,annoyed
annoyed,jealous
grateful,sentimental
anxious,apprehensive
confident,hopeful
sentimental,jealous
angry,angry
annoyed,jealous
disgusted,anxious
anticipating,surprised
ashamed,guilty
hopeful,content
disappointed,sad
surprised,grateful
devastated,sad
sentimental,caring
surprised,embarrassed
sad,sad
prepared,proud
faithful,content
hopeful,jealous
guilty,guilty
guilty,guilty
lonely,excited
anxious,disappointed
embarrassed,angry
sad,angry
caring,trusting
caring,faithful
excited,excited
content,faithful
guilty,guilty
anxious,afraid
hopeful,excited
afraid,devastated
annoyed,afraid
faithful,trusting
nostalgic,surprised
embarrassed,annoyed
disappointed,angry
embarrassed,embarrassed
jealous,annoyed
devastated,devastated
apprehensive,trusting
sad,devastated
impressed,terrified
sentimental,sad
sad,sad
anxious,excited
guilty,sad
grateful,terrified
trusting,angry
surprised,surprised
anxious,prepared
excited,anticipating
joyful,embarrassed
annoyed,surprised
afraid,nostalgic
terrified,terrified
anxious,prepared
disappointed,sad
guilty,ashamed
grateful,prepared
angry,afraid
surprised,joyful
disgusted,disgusted
furious,lonely
lonely,jealous
sad,embarrassed
furious,annoyed
devastated,furious
